trainee_id,salary,retention_months,job_changes,district,course_category,qualification
TRN_MH_2026_3293,14671.07,9.4,0,Amravati,Apparel,ITI Diploma
TRN_MH_2026_3294,14593.44,20.6,1,Mumbai,IT-ITeS,Graduate
TRN_MH_2026_3295,19328.8,13.2,1,Gadchiroli,Apparel,Graduate
TRN_MH_2026_3296,18964.39,14.4,1,Gadchiroli,Electronics and Hardware,Below 10th
TRN_MH_2026_3297,22405.6,17.8,1,Solapur,IT-ITeS,ITI Diploma
TRN_MH_2026_3298,19776.58,17.5,0,Nashik,Automotive,Below 10th
TRN_MH_2026_3299,12239.22,15.4,1,Nagpur,Automotive,10th Pass
TRN_MH_2026_3300,21181.82,13.0,1,Mumbai,Healthcare,Graduate
TRN_MH_2026_3301,14006.79,12.4,0,Solapur,Automotive,ITI Diploma
TRN_MH_2026_3302,16156.1,18.3,1,Gadchiroli,Construction,12th Pass
TRN_MH_2026_3303,18375.7,16.8,0,Thane,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3304,24484.84,12.7,0,Nagpur,Apparel,12th Pass
TRN_MH_2026_3305,28384.71,19.4,3,Chhatrapati Sambhajinagar,Electronics and Hardware,Below 10th
TRN_MH_2026_3306,19623.53,13.4,2,Thane,Apparel,ITI Diploma
TRN_MH_2026_3307,16858.81,9.7,1,Chhatrapati Sambhajinagar,Healthcare,Below 10th
TRN_MH_2026_3308,19370.77,10.2,0,Nashik,Automotive,10th Pass
TRN_MH_2026_3309,20606.79,9.1,0,Pune,Construction,ITI Diploma
TRN_MH_2026_3310,16377.66,12.6,0,Nagpur,IT-ITeS,ITI Diploma
TRN_MH_2026_3311,23783.24,20.2,1,Nagpur,Automotive,12th Pass
TRN_MH_2026_3312,18305.25,10.0,0,Nashik,Healthcare,ITI Diploma
TRN_MH_2026_3313,19242.1,14.9,0,Pune,Automotive,12th Pass
TRN_MH_2026_3314,19830.73,10.7,1,Gadchiroli,Automotive,ITI Diploma
TRN_MH_2026_3315,18975.55,12.7,1,Mumbai,IT-ITeS,Below 10th
TRN_MH_2026_3316,20436.29,6.4,0,Thane,Construction,ITI Diploma
TRN_MH_2026_3317,15339.61,12.9,0,Chhatrapati Sambhajinagar,Construction,Below 10th
TRN_MH_2026_3318,15545.94,13.0,1,Mumbai,Electronics and Hardware,Graduate
TRN_MH_2026_3319,13649.46,16.7,0,Amravati,Automotive,12th Pass
TRN_MH_2026_3320,19038.25,15.1,1,Thane,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3321,20226.28,8.0,0,Mumbai,IT-ITeS,Graduate
TRN_MH_2026_3322,19102.21,0.5,11,Pune,Automotive,10th Pass
TRN_MH_2026_3323,23360.72,15.1,1,Solapur,Automotive,Below 10th
TRN_MH_2026_3324,17480.41,15.0,2,Thane,Electronics and Hardware,Below 10th
TRN_MH_2026_3325,19840.6,14.0,0,Mumbai,Automotive,10th Pass
TRN_MH_2026_3326,13679.05,11.4,0,Chhatrapati Sambhajinagar,IT-ITeS,10th Pass
TRN_MH_2026_3327,16145.15,15.1,0,Gadchiroli,Automotive,12th Pass
TRN_MH_2026_3328,19934.38,16.4,2,Nagpur,Apparel,Graduate
TRN_MH_2026_3329,20471.86,0.5,8,Thane,Automotive,Graduate
TRN_MH_2026_3330,16471.12,11.3,0,Pune,Construction,ITI Diploma
TRN_MH_2026_3331,17249.4,12.7,0,Nashik,Apparel,Graduate
TRN_MH_2026_3332,12187.44,0.5,8,Nagpur,Healthcare,Graduate
TRN_MH_2026_3333,16250.4,20.0,2,Pune,Electronics and Hardware,10th Pass
TRN_MH_2026_3334,20616.34,10.1,0,Nashik,Automotive,ITI Diploma
TRN_MH_2026_3335,19513.22,11.5,0,Amravati,Healthcare,Graduate
TRN_MH_2026_3336,19252.33,11.4,1,Thane,Electronics and Hardware,Below 10th
TRN_MH_2026_3337,17674.21,10.0,2,Nashik,IT-ITeS,Below 10th
TRN_MH_2026_3338,17524.72,12.3,1,Pune,IT-ITeS,Below 10th
TRN_MH_2026_3339,15188.88,17.9,1,Pune,Healthcare,Graduate
TRN_MH_2026_3340,19945.9,8.7,0,Chhatrapati Sambhajinagar,IT-ITeS,ITI Diploma
TRN_MH_2026_3341,18973.41,16.1,1,Pune,IT-ITeS,12th Pass
TRN_MH_2026_3342,19222.07,5.5,0,Nashik,IT-ITeS,ITI Diploma
TRN_MH_2026_3343,215756.34,11.2,0,Nagpur,Healthcare,Graduate
TRN_MH_2026_3344,9963.3,12.4,0,Thane,Automotive,12th Pass
TRN_MH_2026_3345,21340.03,22.4,0,Pune,Apparel,10th Pass
TRN_MH_2026_3346,15824.07,12.6,0,Thane,Apparel,Graduate
TRN_MH_2026_3347,14480.28,3.0,0,Amravati,Construction,ITI Diploma
TRN_MH_2026_3348,19927.18,4.0,0,Thane,Apparel,10th Pass
TRN_MH_2026_3349,16127.96,14.2,1,Nashik,Construction,10th Pass
TRN_MH_2026_3350,21209.78,17.1,0,Solapur,Apparel,10th Pass
TRN_MH_2026_3351,19659.52,15.9,2,Amravati,Construction,ITI Diploma
TRN_MH_2026_3352,,14.8,0,Pune,Automotive,12th Pass
TRN_MH_2026_3353,12719.16,19.8,1,Nashik,Apparel,ITI Diploma
TRN_MH_2026_3354,21741.8,11.3,2,Gadchiroli,IT-ITeS,Below 10th
TRN_MH_2026_3355,18414.38,18.5,2,Nashik,Construction,Graduate
TRN_MH_2026_3356,16207.53,5.8,2,Gadchiroli,Apparel,ITI Diploma
TRN_MH_2026_3357,18001.86,9.5,1,Thane,IT-ITeS,10th Pass
TRN_MH_2026_3358,11283.18,5.0,1,Nashik,Automotive,ITI Diploma
TRN_MH_2026_3359,18930.28,12.6,0,Chhatrapati Sambhajinagar,Apparel,ITI Diploma
TRN_MH_2026_3360,13897.2,13.8,1,Gadchiroli,Construction,Below 10th
TRN_MH_2026_3361,12765.65,14.6,0,Mumbai,Construction,ITI Diploma
TRN_MH_2026_3362,12171.74,14.3,0,Nashik,IT-ITeS,Below 10th
TRN_MH_2026_3363,21394.41,9.4,0,Nagpur,Apparel,10th Pass
TRN_MH_2026_3364,15297.58,13.0,0,Mumbai,Healthcare,Below 10th
TRN_MH_2026_3365,22868.05,6.5,2,Chhatrapati Sambhajinagar,IT-ITeS,12th Pass
TRN_MH_2026_3366,213581.86,20.8,1,Thane,Automotive,ITI Diploma
TRN_MH_2026_3367,11524.25,12.5,0,Nagpur,Healthcare,10th Pass
TRN_MH_2026_3368,13592.16,11.6,0,Solapur,Construction,Below 10th
TRN_MH_2026_3369,21825.34,21.9,2,Pune,Automotive,Below 10th
TRN_MH_2026_3370,16954.36,7.8,0,Pune,Automotive,Below 10th
TRN_MH_2026_3371,15580.99,8.4,0,Thane,Construction,Graduate
TRN_MH_2026_3372,18060.06,8.5,1,Solapur,Healthcare,Below 10th
TRN_MH_2026_3373,19256.24,13.7,0,Nagpur,Construction,12th Pass
TRN_MH_2026_3374,21410.9,16.2,1,Mumbai,IT-ITeS,12th Pass
TRN_MH_2026_3375,22569.75,17.7,2,Nashik,Construction,10th Pass
TRN_MH_2026_3376,16240.81,26.9,2,Gadchiroli,Healthcare,ITI Diploma
TRN_MH_2026_3377,12858.83,2.8,0,Nagpur,Automotive,Graduate
TRN_MH_2026_3378,16052.87,17.0,1,Nashik,IT-ITeS,12th Pass
TRN_MH_2026_3379,18410.98,11.2,0,Solapur,Apparel,ITI Diploma
TRN_MH_2026_3380,14126.84,11.1,1,Amravati,Electronics and Hardware,12th Pass
TRN_MH_2026_3381,14149.97,10.9,2,Mumbai,Apparel,ITI Diploma
TRN_MH_2026_3382,18703.26,,0,Chhatrapati Sambhajinagar,Automotive,Graduate
TRN_MH_2026_3383,17329.72,22.4,2,Gadchiroli,IT-ITeS,12th Pass
TRN_MH_2026_3384,17614.79,18.2,0,Gadchiroli,Apparel,Graduate
TRN_MH_2026_3385,14845.27,14.1,0,Gadchiroli,Electronics and Hardware,Graduate
TRN_MH_2026_3386,16693.6,20.8,2,Pune,IT-ITeS,ITI Diploma
TRN_MH_2026_3387,14265.18,6.4,1,Thane,Automotive,12th Pass
TRN_MH_2026_3388,20615.69,7.3,2,Pune,Automotive,12th Pass
TRN_MH_2026_3389,21123.37,0.5,12,Thane,Automotive,12th Pass
TRN_MH_2026_3390,11038.34,10.5,3,Solapur,Healthcare,ITI Diploma
TRN_MH_2026_3391,14246.71,14.8,0,Amravati,IT-ITeS,Graduate
TRN_MH_2026_3392,12262.15,14.5,1,Pune,Healthcare,ITI Diploma
TRN_MH_2026_3393,15224.92,14.7,3,Solapur,Apparel,10th Pass
TRN_MH_2026_3394,17207.97,6.9,3,Solapur,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3395,12426.24,18.0,0,Mumbai,Apparel,Below 10th
TRN_MH_2026_3396,14273.49,15.2,0,Solapur,IT-ITeS,ITI Diploma
TRN_MH_2026_3397,13986.15,17.7,1,Nagpur,Healthcare,10th Pass
TRN_MH_2026_3398,18225.44,4.5,1,Thane,Electronics and Hardware,Graduate
TRN_MH_2026_3399,236548.16,,0,Thane,Apparel,ITI Diploma
TRN_MH_2026_3400,14973.92,8.1,3,Solapur,Electronics and Hardware,10th Pass
TRN_MH_2026_3401,18118.87,12.0,0,Nashik,Apparel,12th Pass
TRN_MH_2026_3402,15586.62,16.7,2,Solapur,IT-ITeS,Below 10th
TRN_MH_2026_3403,16549.21,14.5,0,Nagpur,IT-ITeS,Below 10th
TRN_MH_2026_3404,23357.08,9.7,0,Amravati,Construction,10th Pass
TRN_MH_2026_3405,22191.61,14.0,0,Solapur,Healthcare,Below 10th
TRN_MH_2026_3406,12951.47,6.3,1,Chhatrapati Sambhajinagar,Construction,10th Pass
TRN_MH_2026_3407,20404.06,19.8,0,Nagpur,Apparel,12th Pass
TRN_MH_2026_3408,20339.89,13.0,0,Nashik,Electronics and Hardware,Graduate
TRN_MH_2026_3409,13481.08,19.6,1,Amravati,Electronics and Hardware,Below 10th
TRN_MH_2026_3410,20365.72,11.4,1,Amravati,Healthcare,10th Pass
TRN_MH_2026_3411,22882.76,11.4,0,Pune,Automotive,ITI Diploma
TRN_MH_2026_3412,143977.33,10.2,1,Pune,Apparel,12th Pass
TRN_MH_2026_3413,14288.74,18.4,0,Pune,IT-ITeS,Graduate
TRN_MH_2026_3414,21061.82,10.5,0,Nagpur,Apparel,12th Pass
TRN_MH_2026_3415,18450.23,17.2,2,Thane,Construction,12th Pass
TRN_MH_2026_3416,19430.17,12.1,0,Nashik,Apparel,Graduate
TRN_MH_2026_3417,18692.06,4.1,2,Nagpur,Healthcare,10th Pass
TRN_MH_2026_3418,18867.44,11.1,2,Nashik,Electronics and Hardware,10th Pass
TRN_MH_2026_3419,12857.35,8.1,1,Gadchiroli,Healthcare,Below 10th
TRN_MH_2026_3420,21165.61,14.2,0,Mumbai,Electronics and Hardware,Below 10th
TRN_MH_2026_3421,21593.56,8.0,2,Nagpur,Electronics and Hardware,12th Pass
TRN_MH_2026_3422,16697.13,18.6,4,Thane,IT-ITeS,10th Pass
TRN_MH_2026_3423,17347.83,13.5,2,Mumbai,Healthcare,12th Pass
TRN_MH_2026_3424,12141.12,13.1,0,Solapur,Construction,12th Pass
TRN_MH_2026_3425,19299.89,17.3,1,Solapur,Apparel,Graduate
TRN_MH_2026_3426,19502.2,18.8,1,Thane,IT-ITeS,12th Pass
TRN_MH_2026_3427,17282.33,13.9,0,Nagpur,Construction,Graduate
TRN_MH_2026_3428,21435.24,10.1,1,Nagpur,Healthcare,Graduate
TRN_MH_2026_3429,16330.73,5.1,1,Nashik,Automotive,Graduate
TRN_MH_2026_3430,19476.12,10.6,0,Solapur,IT-ITeS,12th Pass
TRN_MH_2026_3431,13931.17,10.9,0,Nagpur,Automotive,Graduate
TRN_MH_2026_3432,17417.57,14.5,0,Chhatrapati Sambhajinagar,Construction,Below 10th
TRN_MH_2026_3433,16889.76,12.3,0,Nashik,Automotive,12th Pass
TRN_MH_2026_3434,18288.58,17.4,1,Pune,IT-ITeS,Below 10th
TRN_MH_2026_3435,16206.66,10.9,0,Chhatrapati Sambhajinagar,Automotive,Graduate
TRN_MH_2026_3436,17039.85,13.7,1,Mumbai,Electronics and Hardware,12th Pass
TRN_MH_2026_3437,20391.17,19.9,0,Solapur,Automotive,Below 10th
TRN_MH_2026_3438,15971.33,15.7,0,Gadchiroli,Construction,12th Pass
TRN_MH_2026_3439,11876.98,13.7,3,Mumbai,Healthcare,10th Pass
TRN_MH_2026_3440,23623.54,11.0,0,Pune,Healthcare,Graduate
TRN_MH_2026_3441,22335.09,10.8,1,Amravati,Apparel,Below 10th
TRN_MH_2026_3442,12977.08,9.7,1,Nagpur,Automotive,Graduate
TRN_MH_2026_3443,176511.28,11.3,0,Solapur,Apparel,10th Pass
TRN_MH_2026_3444,15739.59,17.8,3,Thane,Apparel,Graduate
TRN_MH_2026_3445,18422.21,12.9,2,Nagpur,Healthcare,10th Pass
TRN_MH_2026_3446,18529.78,7.3,2,Mumbai,Construction,Graduate
TRN_MH_2026_3447,16679.57,22.8,0,Gadchiroli,Healthcare,Graduate
TRN_MH_2026_3448,14756.82,15.6,1,Gadchiroli,Construction,Below 10th
TRN_MH_2026_3449,15083.11,7.0,1,Solapur,Construction,ITI Diploma
TRN_MH_2026_3450,14293.33,11.8,0,Pune,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3451,14588.62,14.6,1,Mumbai,Construction,ITI Diploma
TRN_MH_2026_3452,17264.88,22.5,0,Chhatrapati Sambhajinagar,Construction,Graduate
TRN_MH_2026_3453,14994.84,8.5,0,Gadchiroli,Electronics and Hardware,10th Pass
TRN_MH_2026_3454,19887.18,18.9,1,Nashik,Automotive,ITI Diploma
TRN_MH_2026_3455,22705.36,21.0,1,Mumbai,Automotive,ITI Diploma
TRN_MH_2026_3456,15469.81,10.9,1,Thane,IT-ITeS,12th Pass
TRN_MH_2026_3457,18337.92,12.6,0,Nagpur,Construction,Graduate
TRN_MH_2026_3458,19248.9,8.8,0,Chhatrapati Sambhajinagar,Healthcare,Below 10th
TRN_MH_2026_3459,19152.01,13.0,0,Amravati,Automotive,Below 10th
TRN_MH_2026_3460,17765.84,13.8,1,Pune,Healthcare,ITI Diploma
TRN_MH_2026_3461,20099.39,17.3,0,Nashik,IT-ITeS,ITI Diploma
TRN_MH_2026_3462,19187.87,19.5,1,Pune,Apparel,12th Pass
TRN_MH_2026_3463,13168.18,10.3,0,Gadchiroli,Construction,Graduate
TRN_MH_2026_3464,20542.05,4.2,2,Mumbai,Electronics and Hardware,12th Pass
TRN_MH_2026_3465,20605.52,13.9,0,Mumbai,Construction,Graduate
TRN_MH_2026_3466,14828.5,15.5,1,Gadchiroli,Construction,Graduate
TRN_MH_2026_3467,17632.78,15.2,1,Mumbai,IT-ITeS,12th Pass
TRN_MH_2026_3468,19891.65,12.4,1,Mumbai,Construction,Graduate
TRN_MH_2026_3469,16767.4,14.6,1,Nashik,Healthcare,Graduate
TRN_MH_2026_3470,21255.42,21.6,1,Amravati,Healthcare,Graduate
TRN_MH_2026_3471,25773.55,15.9,0,Nashik,Electronics and Hardware,Graduate
TRN_MH_2026_3472,14749.05,12.1,1,Nagpur,IT-ITeS,Below 10th
TRN_MH_2026_3473,12666.34,11.5,1,Amravati,IT-ITeS,ITI Diploma
TRN_MH_2026_3474,18563.37,13.2,1,Nagpur,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3475,20025.47,22.2,2,Pune,Automotive,12th Pass
TRN_MH_2026_3476,16691.97,13.1,2,Amravati,IT-ITeS,ITI Diploma
TRN_MH_2026_3477,22586.41,13.9,1,Thane,Construction,10th Pass
TRN_MH_2026_3478,12814.88,11.6,1,Nashik,Electronics and Hardware,Below 10th
TRN_MH_2026_3479,19925.22,,0,Pune,Electronics and Hardware,Graduate
TRN_MH_2026_3480,15379.49,23.8,0,Pune,Automotive,10th Pass
TRN_MH_2026_3481,23517.82,0.5,14,Amravati,Healthcare,10th Pass
TRN_MH_2026_3482,24473.8,14.4,0,Amravati,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3483,14816.7,14.2,1,Solapur,Healthcare,12th Pass
TRN_MH_2026_3484,15576.55,,0,Thane,Electronics and Hardware,10th Pass
TRN_MH_2026_3485,20508.56,17.7,0,Thane,Apparel,ITI Diploma
TRN_MH_2026_3486,16145.04,14.7,1,Chhatrapati Sambhajinagar,IT-ITeS,ITI Diploma
TRN_MH_2026_3487,17341.06,16.1,1,Chhatrapati Sambhajinagar,Apparel,ITI Diploma
TRN_MH_2026_3488,17588.86,10.4,2,Gadchiroli,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3489,10781.14,,2,Mumbai,IT-ITeS,ITI Diploma
TRN_MH_2026_3490,17451.57,11.9,1,Nagpur,Automotive,Graduate
TRN_MH_2026_3491,15085.95,19.1,1,Gadchiroli,IT-ITeS,10th Pass
TRN_MH_2026_3492,15774.07,12.1,1,Mumbai,Electronics and Hardware,Below 10th
TRN_MH_2026_3493,22552.71,24.4,0,Gadchiroli,Automotive,ITI Diploma
TRN_MH_2026_3494,13102.23,16.2,2,Nagpur,Apparel,Below 10th
TRN_MH_2026_3495,20346.22,7.6,0,Thane,Automotive,Below 10th
TRN_MH_2026_3496,16523.63,13.4,0,Mumbai,Apparel,10th Pass
TRN_MH_2026_3497,16520.84,10.7,2,Amravati,Healthcare,Graduate
TRN_MH_2026_3498,20266.3,3.0,1,Solapur,Apparel,12th Pass
TRN_MH_2026_3499,18690.18,22.0,0,Gadchiroli,IT-ITeS,10th Pass
TRN_MH_2026_3500,19497.15,17.5,0,Nagpur,Apparel,ITI Diploma
TRN_MH_2026_3501,20888.65,16.7,2,Thane,Automotive,ITI Diploma
TRN_MH_2026_3502,16340.42,14.8,1,Amravati,Healthcare,Below 10th
TRN_MH_2026_3503,15357.17,7.1,1,Nashik,IT-ITeS,12th Pass
TRN_MH_2026_3504,13701.97,11.6,0,Thane,Healthcare,12th Pass
TRN_MH_2026_3505,14611.06,18.2,2,Nashik,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3506,27821.83,8.7,1,Nashik,Apparel,ITI Diploma
TRN_MH_2026_3507,21856.38,1.3,0,Pune,Construction,Below 10th
TRN_MH_2026_3508,12771.24,12.9,1,Amravati,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3509,,13.3,1,Amravati,Healthcare,Below 10th
TRN_MH_2026_3510,19186.53,14.7,1,Amravati,Healthcare,10th Pass
TRN_MH_2026_3511,19415.43,17.6,1,Mumbai,Construction,ITI Diploma
TRN_MH_2026_3512,19421.09,17.2,1,Nagpur,Automotive,Graduate
TRN_MH_2026_3513,16607.65,15.3,0,Gadchiroli,Healthcare,10th Pass
TRN_MH_2026_3514,17060.91,20.0,0,Pune,Electronics and Hardware,10th Pass
TRN_MH_2026_3515,18647.58,6.4,0,Solapur,Construction,Graduate
TRN_MH_2026_3516,,,1,Pune,Electronics and Hardware,10th Pass
TRN_MH_2026_3517,9732.45,17.1,1,Thane,Construction,Below 10th
TRN_MH_2026_3518,16695.7,7.8,0,Chhatrapati Sambhajinagar,Electronics and Hardware,10th Pass
TRN_MH_2026_3519,14520.08,6.5,0,Chhatrapati Sambhajinagar,IT-ITeS,10th Pass
TRN_MH_2026_3520,18113.24,10.3,0,Solapur,IT-ITeS,Below 10th
TRN_MH_2026_3521,27948.41,10.7,2,Nashik,Automotive,10th Pass
TRN_MH_2026_3522,18786.19,17.8,0,Nagpur,Automotive,ITI Diploma
TRN_MH_2026_3523,16402.65,10.9,2,Nagpur,Apparel,10th Pass
TRN_MH_2026_3524,20726.31,9.7,0,Mumbai,IT-ITeS,10th Pass
TRN_MH_2026_3525,19189.41,10.9,0,Nagpur,IT-ITeS,ITI Diploma
TRN_MH_2026_3526,18970.33,19.6,2,Chhatrapati Sambhajinagar,Apparel,10th Pass
TRN_MH_2026_3527,19623.98,14.1,2,Chhatrapati Sambhajinagar,IT-ITeS,12th Pass
TRN_MH_2026_3528,24697.9,13.1,0,Chhatrapati Sambhajinagar,Apparel,12th Pass
TRN_MH_2026_3529,13541.89,13.4,0,Nagpur,Healthcare,10th Pass
TRN_MH_2026_3530,19157.71,20.5,0,Solapur,Construction,12th Pass
TRN_MH_2026_3531,14257.67,10.3,1,Nagpur,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3532,19444.29,20.6,2,Solapur,Healthcare,Below 10th
TRN_MH_2026_3533,14284.6,15.1,1,Chhatrapati Sambhajinagar,Apparel,12th Pass
TRN_MH_2026_3534,16039.22,13.2,2,Mumbai,Electronics and Hardware,12th Pass
TRN_MH_2026_3535,16467.19,26.5,1,Gadchiroli,Apparel,Graduate
TRN_MH_2026_3536,20915.36,8.7,1,Solapur,Apparel,ITI Diploma
TRN_MH_2026_3537,195319.9,12.2,1,Pune,Healthcare,Below 10th
TRN_MH_2026_3538,13139.99,7.8,2,Solapur,Construction,10th Pass
TRN_MH_2026_3539,17692.27,18.8,1,Nagpur,Automotive,12th Pass
TRN_MH_2026_3540,15016.47,22.4,0,Pune,Healthcare,Below 10th
TRN_MH_2026_3541,13095.23,22.3,0,Nashik,Construction,Below 10th
TRN_MH_2026_3542,16740.44,20.1,0,Chhatrapati Sambhajinagar,Automotive,12th Pass
TRN_MH_2026_3543,,13.0,0,Gadchiroli,Automotive,ITI Diploma
TRN_MH_2026_3544,25993.51,12.2,2,Chhatrapati Sambhajinagar,Construction,10th Pass
TRN_MH_2026_3545,19015.36,5.6,3,Chhatrapati Sambhajinagar,Apparel,Graduate
TRN_MH_2026_3546,12678.34,24.2,0,Chhatrapati Sambhajinagar,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3547,15523.29,16.3,1,Mumbai,Electronics and Hardware,10th Pass
TRN_MH_2026_3548,21074.84,11.5,0,Thane,Healthcare,12th Pass
TRN_MH_2026_3549,24809.55,20.6,0,Amravati,Apparel,Graduate
TRN_MH_2026_3550,11949.06,9.1,0,Nashik,Apparel,ITI Diploma
TRN_MH_2026_3551,10920.26,16.0,0,Nashik,IT-ITeS,12th Pass
TRN_MH_2026_3552,24048.38,13.1,0,Amravati,Automotive,12th Pass
TRN_MH_2026_3553,18863.65,17.2,1,Nagpur,IT-ITeS,12th Pass
TRN_MH_2026_3554,14460.98,,1,Nashik,Construction,10th Pass
TRN_MH_2026_3555,19371.2,0.5,8,Solapur,Electronics and Hardware,12th Pass
TRN_MH_2026_3556,8274.88,14.4,0,Thane,Automotive,ITI Diploma
TRN_MH_2026_3557,17511.81,19.2,0,Gadchiroli,Apparel,Graduate
TRN_MH_2026_3558,18647.37,13.9,0,Pune,Apparel,Below 10th
TRN_MH_2026_3559,20734.95,0.5,8,Amravati,Electronics and Hardware,Graduate
TRN_MH_2026_3560,13951.36,8.8,0,Pune,Apparel,Graduate
TRN_MH_2026_3561,17799.91,,1,Solapur,Construction,Graduate
TRN_MH_2026_3562,14261.01,10.9,0,Thane,Automotive,12th Pass
TRN_MH_2026_3563,18393.84,17.7,0,Amravati,IT-ITeS,10th Pass
TRN_MH_2026_3564,14366.29,14.2,2,Pune,Healthcare,Graduate
TRN_MH_2026_3565,165127.34,17.5,1,Mumbai,Healthcare,12th Pass
TRN_MH_2026_3566,14014.65,19.4,0,Amravati,Automotive,Graduate
TRN_MH_2026_3567,19778.98,17.5,1,Solapur,Healthcare,Graduate
TRN_MH_2026_3568,20504.58,15.4,2,Mumbai,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3569,16678.83,9.0,0,Solapur,Construction,Graduate
TRN_MH_2026_3570,17633.83,14.0,1,Pune,Construction,10th Pass
TRN_MH_2026_3571,12429.93,11.3,0,Amravati,Apparel,12th Pass
TRN_MH_2026_3572,16451.13,12.3,0,Pune,Healthcare,Graduate
TRN_MH_2026_3573,17324.28,12.1,2,Nashik,IT-ITeS,ITI Diploma
TRN_MH_2026_3574,26672.78,9.1,0,Amravati,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3575,13608.12,4.2,2,Nagpur,Apparel,ITI Diploma
TRN_MH_2026_3576,22624.62,10.7,1,Nashik,Apparel,12th Pass
TRN_MH_2026_3577,20989.01,15.0,1,Gadchiroli,Automotive,10th Pass
TRN_MH_2026_3578,,7.3,2,Nashik,Construction,Graduate
TRN_MH_2026_3579,23655.17,14.1,1,Solapur,Automotive,ITI Diploma
TRN_MH_2026_3580,18802.37,23.5,0,Thane,Electronics and Hardware,Graduate
TRN_MH_2026_3581,18862.06,19.1,0,Mumbai,Apparel,10th Pass
TRN_MH_2026_3582,17314.08,22.2,1,Thane,Healthcare,12th Pass
TRN_MH_2026_3583,21782.49,16.0,1,Nashik,Automotive,Graduate
TRN_MH_2026_3584,21337.64,19.8,1,Mumbai,Construction,ITI Diploma
TRN_MH_2026_3585,,10.4,0,Thane,Construction,Graduate
TRN_MH_2026_3586,12882.63,10.8,2,Chhatrapati Sambhajinagar,Construction,Graduate
TRN_MH_2026_3587,16789.57,1.0,0,Pune,Construction,10th Pass
TRN_MH_2026_3588,14699.87,19.9,1,Nashik,IT-ITeS,Graduate
TRN_MH_2026_3589,17277.66,21.7,3,Mumbai,Healthcare,10th Pass
TRN_MH_2026_3590,21831.03,11.2,1,Solapur,Healthcare,ITI Diploma
TRN_MH_2026_3591,15899.44,12.7,0,Chhatrapati Sambhajinagar,Apparel,ITI Diploma
TRN_MH_2026_3592,17350.12,10.2,0,Nashik,Construction,12th Pass
TRN_MH_2026_3593,17703.08,15.9,0,Mumbai,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3594,20469.51,19.6,0,Chhatrapati Sambhajinagar,Automotive,12th Pass
TRN_MH_2026_3595,9635.89,5.3,0,Solapur,Electronics and Hardware,12th Pass
TRN_MH_2026_3596,,16.0,1,Mumbai,Healthcare,10th Pass
TRN_MH_2026_3597,18239.49,12.6,1,Solapur,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3598,21700.28,14.6,0,Mumbai,Apparel,ITI Diploma
TRN_MH_2026_3599,,16.3,1,Nagpur,Healthcare,10th Pass
TRN_MH_2026_3600,10932.07,13.1,2,Pune,Construction,10th Pass
TRN_MH_2026_3601,19668.99,13.5,0,Thane,Automotive,Graduate
TRN_MH_2026_3602,15276.23,12.9,2,Chhatrapati Sambhajinagar,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3603,13336.17,18.9,1,Solapur,IT-ITeS,Graduate
TRN_MH_2026_3604,15314.79,16.1,1,Nagpur,IT-ITeS,10th Pass
TRN_MH_2026_3605,16854.16,15.1,0,Gadchiroli,Electronics and Hardware,Graduate
TRN_MH_2026_3606,15383.39,7.6,2,Nashik,Automotive,ITI Diploma
TRN_MH_2026_3607,9780.52,12.1,0,Amravati,Automotive,12th Pass
TRN_MH_2026_3608,20639.73,18.5,0,Nashik,Electronics and Hardware,ITI Diploma
TRN_MH_2026_3609,21962.06,14.2,0,Gadchiroli,Automotive,ITI Diploma
TRN_MH_2026_3610,19780.33,17.3,0,Chhatrapati Sambhajinagar,Automotive,10th Pass
TRN_MH_2026_3611,13518.1,22.8,3,Chhatrapati Sambhajinagar,Automotive,ITI Diploma
TRN_MH_2026_3612,16794.78,19.2,1,Solapur,Apparel,12th Pass
TRN_MH_2026_3613,17477.18,14.5,1,Amravati,Healthcare,12th Pass
TRN_MH_2026_3614,19595.78,11.4,1,Pune,Apparel,10th Pass
TRN_MH_2026_3615,19839.19,1.2,2,Thane,Electronics and Hardware,Graduate
TRN_MH_2026_3616,14930.39,13.2,1,Chhatrapati Sambhajinagar,Construction,ITI Diploma
TRN_MH_2026_3617,17786.98,12.4,1,Nagpur,Construction,10th Pass
TRN_MH_2026_3618,19100.48,16.0,0,Mumbai,Electronics and Hardware,10th Pass
TRN_MH_2026_3619,22595.38,13.2,0,Thane,IT-ITeS,Below 10th
